"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71"
20090814,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090817,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090818,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090819,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090820,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090821,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090824,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090825,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090826,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090827,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090828,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090831,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090901,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090902,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090903,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090904,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090908,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090909,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090910,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090911,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090914,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090915,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090916,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090917,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090918,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090921,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090922,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090923,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090924,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090925,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090928,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090929,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20090930,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091001,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091002,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091005,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091006,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091007,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091008,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091009,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091012,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091013,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091014,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091015,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091016,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091019,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091020,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091021,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091022,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091023,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091026,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091027,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091028,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091029,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091030,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091102,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091103,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091104,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091105,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091106,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091109,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091110,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091111,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091112,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091113,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091116,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091117,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091118,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091119,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091120,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091123,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091124,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091125,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091127,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091130,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091201,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091202,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091203,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091204,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091207,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091208,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091209,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091210,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091211,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091214,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091215,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091216,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091217,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091218,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091221,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091222,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091223,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091224,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091228,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
20091229,13,24,102,52,41,49,61,23,9,39,71,36,68,11,12,64,75,46,59,99,96,82,8,27,47,97,55,29,74,18,86,20,87,22,95,77,51,80,14,101,85,7,57,6,81,19,10,70,32,89,43,2,50,72,67,63,84,60,58,33,48,98,94,34,31,78,92,93,28,1
