"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71"
20091029,136089.585,98543.4107,133467.8659,174409.6125,158021.1375,107593.56,250568.7973,136165.9392,25282.3439,23515.4158,141851.3884,355436.2313,107532.4529,176676.8062,154757,45754.1844,70265.8462,27355.4848,66028.5476,194384.0637,46289.52,30173.2726,43327.16,76117.4149,44165.0752,85332.0303,29521.6288,52548.0791,173790.7187,43977.7583,28876.3956,35569.0539,93840.3653,156329.7051,30769.2844,77809.5255,164963.0239,14388.1915,33823.5234,52299.7804,125336.3417,53073.7312,64542.3437,38045.8018,37239.5858,17534.4002,55130.2259,95795.6928,29791.95576,36362.7331,38828.9799,78625.1085,161402.389,94807.8109,64164.8224,38072.0912,35465.3031,30158.6599,40143.7662,39227.5935,28385.2484,57495.4226,59608.7569,29567.5397,20890.2177,19313.7754,28496.9385,54635.4844,25252.4943,52709.2448
20091030,126140.2511,93513.3526,128562.6766,164263.5741,151538.764,106977.78,246218.0279,132055.4878,23448.0663,22549.0289,137648.3843,344430.9721,105777.8441,169613.3332,151453,43647.8884,68703.2747,26345.3252,65227.179,191607.1485,44396.64,29580.4031,41430.6588,74412.0764,42767.3384,84053.7542,28915.8296,50946.0916,169460.5938,43185.3662,26852.1889,34287.3749,89421.0716,153501.9324,30164.8255,74687.5384,162730.8146,13990.1575,32067.3946,50868.6919,123528.9402,51442.6851,63963.9291,37527.7489,36412.5407,16455.3602,54449.8566,94484.9193,28756.6886,35710.6463,38476.318,78176.7939,158433.6464,91615.9544,61521.6922,36616.7944,34731.438,27858.2844,39512.8881,39078.2539,27385.6603,56364.5603,57611.7979,28372.512,20514.1679,19234.4464,27820.8426,53382.4682,24785.9858,51375.4523
20091102,126572.8308,91226.9626,128983.1214,167448.9583,153770.4008,106417.98,247549.8961,133155.4678,23929.3026,24417.377,137001.7683,346737.7513,105727.7125,170342.1756,150981,43457.6423,69501.1835,26390.4216,65923.1043,193921.2445,45582.08,29580.4031,42429.561,74115.4957,42716.2017,83542.4438,28930.6052,51595.546,172236.2414,43125.9368,27241.0196,34555.1478,89689.0668,153702.4836,30711.1634,75299.9281,163943.3728,14284.9975,32440.2712,50943.0342,124478.9846,51455.6745,64564.1707,37921.4691,37096.7325,17206.1922,53241.4394,94562.9416,29163.3671,35746.2147,38584.8293,78702.4041,158367.9663,93956.6492,62352.2724,37216.3549,35072.9396,27195.1868,39977.7456,39124.2148,27614.5736,57502.8625,58746.2206,28673.1479,20462.2989,19370.439,27780.4786,53710.6391,25178.3761,51871.26
20091103,128043.602,92370.1576,129590.4305,167920.867,152176.3745,102157,244442.2037,132634.4246,27353.7525,23966.3964,136516.8063,344767.3774,104725.0789,169838.2845,149624,43675.0664,70182.7307,27337.4463,64688.4961,192455.6503,44970.24,29404.939,42857.662,75297.4875,42613.9282,82576.6352,28738.5225,51133.7117,171155.1997,43304.225,27298.2005,35159.1934,90177.764,153822.8144,31269.8667,77413.2733,162400.1169,14314.4815,31778.7158,51333.331,123088.6758,51252.1726,64651.4785,38253.0229,37029.0652,16828.5282,53353.1418,93720.3015,29416.4115,35758.0708,39606.6446,77960.3661,159156.128,92563.839,64519.4238,37003.7835,34949.4177,27391.6602,39833.8612,38538.2133,27507.7474,57770.6983,59252.4919,29289.4515,20384.4955,19580.0942,29975.2676,53899.586,25134.7772,51717.6295
20091104,127178.4425,90769.6846,125292.5503,165993.9062,150794.8851,102653.98,249148.1379,134834.3845,25247.4717,23418.7771,136840.1143,342652.8298,104775.2105,171691.8838,150627,42778.192,69152.0984,27265.292,99698.123,194306.9271,44109.84,29530.2263,42762.5284,76039.3347,42545.7459,82661.8536,28827.1761,52172.8388,172469.9802,43938.1387,27071.9962,35009.7388,89551.2995,152980.4991,32385.4027,77209.1433,164026.0472,14159.6905,31081.0756,52095.3392,123946.0329,50702.2845,65797.3944,38273.745,37044.1024,16720.6242,52926.6416,94219.6437,29091.0687,35686.934,39669.9429,78702.4041,159326.8964,91654.6435,65014.5407,37494.3329,34927.6198,27375.2874,40453.6712,39043.7832,27774.8129,58261.7307,59608.7569,29860.6596,20488.2334,19140.9515,29844.0848,53203.4659,25640.5247,51724.6127
20091105,130898.6282,92827.4356,127488.2065,172521.9774,153345.3271,104310.58,252788.5775,138540.3038,27395.5991,23998.6093,137343.505,344178.0676,106880.7411,174589.3699,153046,44055.5586,72892.2961,27553.9091,99911.9363,197778.0711,45849.76,30294.4791,44879.2498,77077.9208,43687.7992,83259.3985,29654.6091,40722.3755,176677.2777,44572.0523,28478.7792,36111.9665,91611.7719,154905.7912,32780.4883,78169.7548,165490.7946,14520.8695,32151.5925,53898.139,126054.668,52222.0541,67096.0989,38688.1873,37367.4018,17291.6162,54886.5115,95546.0216,30166.5074,36908.1148,40946.5869,79800.002,161704.5176,94130.7504,65696.3412,37859.5198,36162.8383,27678.1838,42523.3939,39560.8433,28682.8357,59214.0358,61361.9556,30905.3694,20812.4143,19648.0904,30600.9086,54158.1449,25902.1182,52695.2784
20091106,130206.5006,92827.6259,126694.033,170988.274,162909.4847,104531.46,253232.5336,137902.7497,24746.4316,24964.9963,136859.3328,344557.8503,107382.0579,174868.1972,152987,44300.1607,73326.7455,27986.8346,99545.3991,197662.3663,45371.76,30119.0769,44248.9901,77315.3118,44454.8499,83969.5606,30940.0855,42020.075,178342.6663,44849.3895,28364.4066,35869.1027,90755.8834,155545.9443,33315.016,77329.2198,166373.7064,15567.5515,32394.1641,53080.3742,126263.2143,54642.4279,67358.0225,38418.7998,37367.4018,16936.4322,55353.8506,96373.0573,30166.5074,36765.8414,41630.5299,79703.4299,162216.8228,93005.7535,65647.6411,37685.1022,36097.4443,27440.7785,42025.3323,39641.2749,28766.7705,59273.5549,61005.6906,30988.0442,20938.9276,19327.9413,31463.6878,54249.1283,25902.1182,52660.3624
20091109,136435.6488,95799.939,132673.6924,174409.6125,168435.4425,107458.12,257405.7205,138886.9423,25234.6645,27052.0852,140652.0148,345839.6169,109437.4568,181274.8122,155432.34,46152.7622,74746.5117,28527.9916,102111.1596,200554.9863,46863.12,30858.2722,46437.0616,78413.2457,45699.1766,85702.356,31398.1287,43585.7777,180709.2711,45661.5914,29633.9426,37363.6487,93286.5661,155806.7591,33849.5436,78205.7777,167615.3013,15675.1905,33056.4983,53898.139,128557.2239,54845.9298,68362.0631,39102.6296,37931.2962,17898.0002,55576.5211,97184.4884,31278.0953,36942.168,41918.5059,80971.7554,165513.9661,94986.6256,67408.9589,38153.8495,37310.8649,28734.2281,43475.245,40583.4733,29331.4233,60382.0976,62562.0061,31461.5457,21278.1252,20319.5537,31473.7787,55795.6011,26351.1871,53910.3564
20091110,138685.0635,95571.2996,131272.2097,173701.7493,167691.5636,107679,257583.3029,136918.5571,26218.105,27250.5112,141701.0545,344700.2688,109287.0617,182642.5165,155550.36,45812.9039,74081.2051,28383.6831,102660.9655,201750.6026,46518.96,31384.479,47186.2383,79496.3425,45716.2222,86100.0467,31043.5146,42118.813,180738.4884,46236.0756,29691.1289,37338.7396,93254.8666,157171.0212,33663.6209,78505.9688,168939.6691,15905.4895,32370.0792,54121.1658,129321.8937,56352.7099,67969.1776,39517.0719,37961.3706,17857.507,54756.6889,96872.3995,30509.9248,37012.2227,42125.4887,81667.7877,166709.3447,94910.4382,68318.0261,40148.7508,36562.4678,28431.3317,43774.0819,40503.0417,29453.5104,60337.4583,62562.0061,31130.8463,21108.5264,20010.7372,31342.596,56440.9239,26176.7914,54462.0297
20091111,142145.7014,95114.0206,134542.3359,174565.4,168222.9056,109556.48,258560.0063,138481.6865,25632.2255,27548.1503,142185.2267,346124.4539,109788.3785,182885.464,156022.44,45880.8755,74596.1835,28338.5867,101469.7195,204296.1082,46652.8,31735.2836,47626.2309,78873.1909,46551.4552,86242.0792,31472.0067,42316.2891,181819.5302,46057.7874,30548.9234,37401.0123,95019.4762,157512.0867,34128.4276,79418.5496,167946.3932,16128.3595,33140.7954,54437.1204,130063.3918,56248.794,67805.2969,39309.8507,37675.6641,17835.0108,55444.9431,97683.8307,30826.2303,37257.4141,42422.4639,82379.2874,167077.1535,93996.1896,67473.8923,40824.619,36824.0435,29078.0565,44382.8239,40434.1004,29552.7062,60129.1415,62787.0155,31078.235,21056.3421,20585.8724,31832.0087,57652.1452,26333.7475,54441.0801
20091112,138944.6113,92827.6259,131832.8028,170547.875,167372.7583,108672.96,260690.9953,135471.215,25290.4625,27118.2272,142185.2267,341329.6974,110490.222,181751.7091,155137.29,44874.8949,74913.543,27328.427,100736.6451,205337.4514,45888,31785.3985,46972.1878,77478.5182,46432.1362,85673.9495,31723.1917,41850.8099,179102.3172,45800.26,32710.5657,36473.1484,94295.6693,155325.2548,33419.5975,77569.3726,168718.9411,16106.0725,32875.8617,53991.0669,129623.1273,56517.2433,67093.0338,39413.4613,36788.4703,17263.6066,55890.284,95608.4394,30609.3351,36825.4102,42188.4834,82332.8852,165855.5028,95158.0472,66402.4916,40524.8387,36533.4038,28120.2489,44083.9869,40192.8057,29430.6191,59459.552,62533.8799,31063.2032,20886.7433,20316.7205,31534.3246,56421.0678,26211.6705,53917.3396
20091113,138252.4837,92598.9864,129310.134,168972.375,166416.3425,109446.04,263088.358,137265.9192,25381.1344,27812.7184,141943.1406,344035.6491,111994.1724,183965.2306,154901.25,44983.6495,76450.2311,27698.2176,101103.1823,205183.1783,44893.76,31873.0996,47982.9817,78383.5718,46602.5919,85588.7301,32284.6642,42668.9248,180008.0548,45919.1188,32561.8813,36603.9212,93386.9481,156368.5141,33791.4428,78674.0758,169491.489,16180.3625,33056.4983,56574.4604,130828.0616,57573.7213,68614.6869,39910.7921,36833.5818,17457.0741,56082.5903,96653.9373,31006.9763,37304.1172,42341.4707,81899.7985,166866.9771,95519.9373,66921.9586,40105.1464,36824.0435,28013.8258,43674.4696,40629.4342,29949.4892,59519.1345,63743.3058,31393.9027,20925.8815,20481.0448,32064.1013,56282.0752,26364.2667,53994.1549
20091116,137300.8083,95571.2996,131786.0867,169523.8,170029.4688,111710.06,262289.2371,138192.2181,24934.75,28804.8486,144767.4782,353340.3252,114450.6247,185926.8065,155137.29,46533.4036,76015.9497,28609.1652,103271.8608,205028.9053,44702.56,32512.0651,49279.1763,79882.103,47131.0046,86156.8597,32122.1327,42584.2922,181936.3995,48137.8165,33019.3718,37612.7397,93645.828,157712.7135,33872.7839,81519.8871,171588.4047,16388.3745,32695.2251,57057.6851,131476.8724,56976.2051,69639.9142,40076.569,37810.9988,17947.4919,56821.4513,97418.5551,31576.3262,37771.1484,42683.4422,82951.5806,168417.0285,96453.2328,68569.643,40895.4761,38131.9219,28889.7695,44360.6878,41238.4161,30414.9463,59184.3394,65008.984,31867.4042,21134.6185,20872.0234,32820.9251,57324.5197,26647.6597,54482.9794
20091117,136435.6488,96943.1364,132533.5441,169996.45,170572.8718,112207.04,266373.6328,139465.8791,25178.8664,29697.7659,144767.4782,356188.6954,114300.2297,186259.7346,155078.28,45500.2342,76817.6999,28636.223,104738.0097,206957.3186,45199.68,32411.8352,49184.0427,79659.5489,46005.9969,87065.8671,31737.9673,42936.928,182053.2689,47999.1479,33648.4211,37288.9214,93302.4159,158113.9671,33663.6209,80559.2757,171533.2227,16336.3715,32430.2914,57373.6397,131778.106,56828.9909,68603.8951,39869.3478,36668.1728,18221.9459,56963.1507,97683.8307,31892.6317,38004.664,42737.4377,82456.6243,168968.7417,96396.0923,68220.6261,42149.1026,38168.2518,29127.1748,44493.5043,41295.8672,30224.1852,59928.3286,65562.1322,32025.238,21121.5724,20449.8798,33280.0649,56659.3409,26429.6651,55013.7031
20091118,141439.9222,98086.3338,134822.6325,170862.975,171318.1964,111102.64,267350.3361,138944.8359,25220.715,29565.4818,146784.8623,357328.0435,114300.2297,185323.9369,155255.31,45309.9135,75982.5434,28582.1073,107334.315,208847.1636,45152.3266,32261.4904,49433.7683,79496.3425,46517.364,87094.2736,31900.4988,43289.5637,182345.4423,48573.6321,33007.9345,36996.2395,93460.9138,158334.6565,33547.4193,80102.9853,171947.0877,16135.7885,32225.5699,57001.9284,131106.1234,56846.3102,69046.3616,39993.6805,35991.4995,18199.4497,56821.4513,97215.6973,31856.4825,38319.9101,42098.4909,82255.5483,168338.2123,96224.6707,67538.8257,43593.4983,37797.6863,28595.0595,43951.1705,41606.1033,29926.5979,59809.2903,64512.0881,32145.4924,21082.4342,21413.1604,33269.9739,56957.1822,26495.0635,55079.1568
20091119,139104.217,97400.4154,132299.9637,167593.8125,167804.523,106574.6,264420.2262,136221.2234,24871.9772,28870.9906,146139.2994,354384.7276,112244.8308,180419.997,154075.11,43923.2915,75314.4181,27454.697,107914.6656,210351.326,44234.3631,31171.4905,48922.4255,77982.9743,46210.5438,86696.5829,31752.7429,43839.6755,181585.7914,47602.9519,32115.8282,36498.0575,91310.626,155164.7534,33268.5353,77497.3268,172250.5886,15994.6375,31647.5328,56146.9924,131801.2778,55850.4498,68431.2252,39807.1815,36014.0553,17250.1088,56740.4803,96560.3106,31269.058,37712.7695,41864.5104,81915.2658,167536.9145,95500.8905,66175.2248,43370.0258,37368.9928,27997.453,43840.4902,41502.6913,29186.4449,59653.0526,63762.0565,31461.5457,21004.1579,20940.0197,32629.1964,56748.6933,26368.6266,54689.7797
20091120,139190.7246,96028.5785,130197.7397,167239.325,165994.4489,106243.28,262999.5668,134955.6546,24481.3909,28573.3516,148156.6834,353102.961,111994.1724,179889.1118,153544.02,43637.8105,75331.1213,26949.6171,111366.2244,209348.5511,44540.351,30996.0882,48672.6999,77270.801,46329.8628,86440.9245,31545.8846,44629.5795,180563.1844,48454.7733,31944.2693,36087.0574,89820.7459,154021.1807,33187.1941,76056.4096,171919.4967,15905.4895,31539.1508,55775.2811,133191.5867,56140.5483,69035.5697,39330.5729,35683.2372,16962.1571,56052.2261,96872.3995,31187.7223,36942.168,41747.5202,82967.048,166775.0249,94719.9698,64925.2574,43648.0038,37565.1746,27751.8613,43851.5582,42042.7318,29026.2056,59519.1345,63724.555,31326.2596,21160.7106,20557.5406,32820.9251,57096.1748,26185.5112,54257.9251
20091123,140920.8766,97857.6943,131132.0615,170469.1,170572.8718,107126.8,265840.8855,137486.7922,24606.9365,28870.9906,149528.5045,359369.3754,113297.5961,185251.9524,158028.78,44344.7159,76082.7622,27454.697,111244.0453,210891.2818,45037.5812,31497.2376,49505.1184,77701.0724,46892.3666,88997.5079,32328.9909,44982.2153,183280.3973,49623.5516,31990.0183,36205.3756,90872.1152,157973.5283,33791.4428,77605.3956,172967.9545,16054.0695,32273.7397,56648.8027,134952.6445,57586.7108,69057.1534,39641.4046,35532.8654,17106.133,56932.7866,97512.1818,31413.6548,37479.2539,42305.4737,82178.2114,168403.8925,95367.5625,66670.3418,43544.4434,38240.9117,28234.8583,44615.2527,42284.0266,29514.554,59846.4898,64437.0849,31792.2452,21473.8161,21042.0141,33355.7472,57741.4976,26407.8656,55029.5997
20091124,139277.2322,96257.218,130151.0236,167318.1,171637.6213,107071.58,265574.5119,136566.3786,24411.6434,29135.5587,147753.2066,360651.142,110991.5388,183956.2325,159917.1,43664.9992,76099.4653,27472.7355,110633.1499,211546.9423,45381.8174,31672.6399,49279.1763,78161.0176,46977.5945,90531.4579,32521.0736,44573.1578,183484.9187,49841.4594,32001.4556,36118.1937,90412.4713,158555.346,34349.2107,78722.1063,174319.9133,15846.0575,31852.2543,56184.1636,134836.7855,57560.7318,69305.3664,39993.6805,35683.2372,17119.6307,57489.4627,97527.7863,31332.3191,36720.3282,42260.4774,83895.091,168049.2197,95843.7337,67149.2254,43675.2566,37761.3563,28177.5536,47869.2552,42858.5378,29583.228,59980.4078,64005.8168,31754.6657,21604.2767,20447.0467,32498.0136,57503.2245,26381.7063,54944.6447
20091125,137979.6183,95342.6601,130010.8753,166057.7,172276.471,106795.48,264509.0174,136566.3786,24188.4512,29135.5587,150012.6767,363024.7839,113297.5961,183731.2812,159799.08,42713.3958,75899.0277,27247.2535,111702.2168,211971.1932,45075.8296,31848.0422,49612.1437,78487.4304,47471.916,90985.9616,32727.9318,44474.4198,183689.4402,50812.1396,32619.0676,36765.8303,89244.8703,159779.1694,34325.9704,78085.7013,174651.0053,16210.0785,32056.9758,56890.415,134651.4109,58032.6831,69553.5793,39765.7373,35961.4251,17439.0771,57772.8615,98604.493,31766.1095,36568.5431,42278.4759,84158.0365,167195.3778,95824.6869,68204.3927,44078.5973,38458.8915,28316.7222,47791.779,42973.44,29842.663,60850.8752,64043.3184,31830.8909,21852.1518,20461.2126,32543.423,57781.2097,26547.3822,55157.0322
20091127,133827.2536,92827.6259,126787.4652,162788.5375,169721.0722,105525.42,259447.9184,134495.4478,23225.935,28870.9906,147269.0344,355429.13,110740.8804,180491.9814,159267.99,41476.3115,75147.3868,26237.0938,110846.9633,210698.4404,43890.1269,31635.0537,48565.6747,77033.4099,47062.8223,89849.7024,32447.1956,44008.9406,182549.9637,50277.275,31521.0906,35775.6936,86730.0374,156829.9557,34209.7688,75816.2568,173519.7744,15920.3475,31671.6177,56407.1903,132496.4323,57041.1525,68636.2707,39372.0171,35863.6835,16755.1918,57185.8212,97215.6973,31088.312,36019.7814,41900.5074,83647.6129,165119.8852,95215.1878,65907.3746,43331.8719,38110.1239,27244.3052,47581.4863,42398.9288,29361.9451,59764.651,63002.6496,31214.1298,21773.8755,19755.7512,31882.4636,57016.7504,26172.4315,54335.8005
20091130,137114.5423,93970.8233,130991.9132,167357.4875,170572.8718,106022.4,261134.9514,134610.4995,19808.3049,29400.1268,146623.4715,356378.5867,110690.7487,179880.1137,158972.94,42930.9052,75164.09,26480.6144,110602.6052,210389.8943,46146.787,31685.1686,49742.9523,76810.8558,46636.683,89366.7922,32225.5618,43740.9375,182170.1383,50138.6064,31772.7103,36361.0574,89635.8317,156569.1408,33315.016,76716.83,173381.8195,16269.5105,32081.0607,56165.578,132542.7759,58846.6907,68258.5553,38978.2969,35006.564,17259.1073,57034.0004,97090.8618,31250.9834,35867.9962,41495.5412,84281.7756,165973.7271,91596.2869,65574.5911,44013.1907,38081.0599,27989.2666,46972.7443,42203.595,29354.3147,60152.8512,63040.1512,31146.4365,21760.8294,20585.8724,31917.782,57056.4626,26120.1128,54824.2918
20091201,137547.0803,93742.1838,130758.3327,166294.025,172169.996,108562.52,266462.424,137601.8439,21510.1452,29367.0558,152110.7561,360983.4519,112495.4892,177234.6856,160389.18,42849.3392,75264.3088,26471.5951,112649.1046,211161.2596,46548.396,32499.5363,49112.6926,77537.866,47727.5996,91866.5626,33238.4826,43980.7298,183806.3095,48831.1595,32115.8282,37164.3759,88563.3295,158615.534,33349.8765,77629.4108,175230.4162,16143.2175,32454.3763,57113.4418,134581.8955,59968.1161,68571.5195,39517.0719,35171.973,17137.6277,57772.8615,99665.5953,31720.923,36440.1095,41756.5194,84266.3082,168062.3557,93653.3463,66702.8085,44972.4874,39032.9048,27989.2666,47249.4452,42617.2431,30041.0545,61615.8279,63752.6812,31733.1117,22321.81,20917.3542,32457.6497,57463.5123,26477.6239,55666.7622
20091202,135384.3903,93742.1838,128235.6639,165231.6244,171105.2465,108893.84,264420.2262,137314.2147,21754.2616,29796.9789,151223.1071,359796.631,113598.3862,176568.8295,161392.35,41598.6605,75264.3088,26110.8238,112404.7465,210467.0308,46720.5141,32524.5938,48803.5085,76914.7144,48290.1035,92747.1635,33341.5248,43881.9918,184624.3952,49068.8771,32584.7559,36703.5576,88050.853,157953.4656,32873.4497,76836.9064,176251.283,16106.0725,32948.1163,57224.9552,134303.8337,61591.8016,67449.1653,39703.5709,35878.7206,17254.6081,58197.9596,99322.2975,31973.9674,36078.1603,41882.5089,84204.4387,167103.4256,93653.3463,65915.4913,45528.4435,39076.5007,28723.1738,48278.7725,43099.8325,30346.2723,61058.8571,63893.3121,31575.1607,22504.4549,21282.8342,32598.9234,57483.3684,26538.6624,55511.0113
20091203,136335.9739,92598.9864,123750.9194,163143.0778,170359.9219,109722.14,264864.1822,137084.1113,20847.5434,29565.4818,150416.1535,355998.804,113498.1228,176793.7809,162395.52,41054.8872,74546.0741,25308.1076,112313.1122,209965.6434,44463.854,33125.973,46223.0111,75920.6392,47608.2806,92860.7894,33091.2794,43444.7234,182783.7025,49841.4594,31612.5887,36242.7392,86804.003,156408.6394,31757.9137,74687.5384,177023.8309,15690.0485,32213.5275,56370.0192,132704.9786,61124.1802,66877.1964,39662.1267,34848.6735,16611.2159,57236.4281,97933.5018,31476.9159,36323.3517,41630.5299,83895.091,167550.0506,94243.7986,65055.1241,44732.6632,39069.2347,27928.947,47725.3708,42973.44,30216.5547,59432.5022,63058.902,31191.5653,22530.547,21016.5155,32392.0583,57155.743,25732.0824,54618.9838
20091204,161770.449,92827.6259,125946.5756,164482.9002,172489.4209,112980.12,266196.0504,138982.4645,21007.9628,29565.4818,149205.7231,352485.8141,114450.6247,173950.3956,162867.6,42101.6508,75431.3401,25082.6256,112099.2988,209194.278,44941.96,33639.6511,46734.3539,75163.9551,47863.9642,92889.1959,33680.0922,43388.3017,182900.5719,49801.8398,31429.5925,36305.012,88357.2822,156629.3289,31908.9759,73690.904,177575.6509,16046.6405,32430.2914,57516.9351,133214.7585,59569.772,66467.1055,40035.1247,34335.5564,17061.1405,57540.0696,99634.3864,29226.6282,36685.3009,41927.5052,83183.5913,167155.9697,94891.3914,63837.6233,45479.3886,39730.4399,28927.8715,47658.9625,42961.9498,30628.5987,59610.7329,64052.6938,31695.5043,22360.9482,21475.4903,32906.6985,57453.5843,25806.2006,55390.6584
20091207,157895.1127,92141.7075,123498.2732,162551.9797,171211.7215,112483.14,264509.0174,139270.0937,21042.8366,29466.2688,145735.8226,350207.1179,112696.0159,170018.2456,165050.97,41299.5852,74980.3555,24983.4135,112099.2988,211855.4884,44043.1208,33351.4903,46865.1626,75401.3462,47985.6228,94451.5524,33532.889,43515.2506,182520.7464,50079.177,32047.2046,35844.1936,86566.2562,156829.9557,32885.0698,73678.8964,177603.2419,15898.0605,32285.7821,57815.3368,134095.2874,58110.62,66834.029,40138.7353,34862.1754,16858.6744,57165.5784,100227.3554,29280.852,36580.2188,41954.5029,82997.9827,166880.1131,94929.4851,63504.8398,45479.3886,40558.7629,29214.4482,47658.9625,42594.2626,31139.8384,59358.2394,64558.9651,31582.6821,22674.0537,20937.1865,32704.8788,57453.5843,25875.9588,55157.0322
20091208,153125.468,89398.0338,121952.2023,162394.3535,167378.6232,110384.78,262555.6107,136969.0595,20917.291,29168.6297,143314.9617,346314.3453,109838.5102,170846.0667,162926.61,40986.9155,74479.2616,24171.678,111030.2319,207311.4517,43947.4996,32988.157,46532.1952,74095.6951,47050.3963,94849.2432,33429.8467,43106.1931,180767.7058,49326.4046,31498.2161,35109.3752,85504.3205,154001.118,33070.9925,72045.8569,177272.1499,15708.9533,32406.2065,57218.5333,133655.0229,58067.3217,65409.5026,39910.7921,34508.5884,16917.1646,56608.9023,99057.0219,28584.9799,35786.2658,41504.5404,82348.3526,166564.8484,93405.7373,62433.4391,44803.5204,40442.5071,29304.5152,47360.1256,41950.81,30704.9031,59402.7971,63968.3152,30710.1908,22765.3761,21158.1744,31963.1915,57324.5197,25614.3653,54590.6655
20091209,152926.7328,88254.8364,121624.2479,162315.5404,166739.7735,110495.22,263798.6877,137256.6888,20687.1241,29300.9138,147188.3391,345554.7799,110039.0369,177981.5241,162631.56,41258.8022,74779.918,24766.9507,113473.8134,206015.9933,43794.5057,32562.18,47424.0721,74511.1296,46846.3469,94593.5848,33577.0499,43769.1483,181848.7475,49742.4104,31315.2199,34984.8297,87934.6212,154602.9984,33117.4731,72069.8722,177630.8329,15768.1765,32683.1827,57255.8335,134002.6002,56854.9699,65398.7107,40138.7353,34079.7701,17371.5885,56760.723,96435.475,28548.8307,36626.922,41396.5494,82920.6458,168653.477,93443.831,62457.7891,45446.6853,40304.4532,29533.7765,47323.2593,42008.2612,30720.164,60709.822,63199.5329,31086.2647,22765.3761,21271.5015,32033.8283,57344.3758,25575.1263,56452.5959
20091210,151138.116,88483.4759,118625.8072,162630.7928,166207.3988,111268.3,265219.3471,137716.8957,20177.9669,29929.2629,147833.902,343703.3393,113247.4644,176748.7906,163811.76,41095.6702,76099.4653,25407.3198,114665.0593,208378.2998,44043.1208,32499.5363,47840.2814,75505.2048,47594.5281,95616.2182,33989.2189,44432.1035,181848.7475,50594.2318,30503.1744,35458.1026,88087.8358,155325.2548,35220.7232,73822.9881,178706.8817,16515.8694,32659.0978,58374.8401,135740.4862,58617.2099,65884.3447,40304.5122,34598.8659,17421.0802,56882.1796,96497.8928,28838.0243,35552.7502,41657.5277,83632.1455,169901.3998,93081.9409,62457.7891,45457.5864,39970.2177,29427.3337,47853.4919,40238.7666,30758.3162,61133.1199,63687.0534,31372.0808,23052.3894,21401.8277,32588.8325,57215.3113,25618.7252,57118.0767
20091211,155311.5551,90312.5917,119047.4629,161409.19,169508.1223,109887.8,265041.7646,136727.451,19787.3806,29763.9079,147672.5112,345744.6712,114199.9663,175165.133,165287.01,40483.9252,74997.0587,25353.2041,113229.4552,208225.893,44081.3692,32123.6743,48434.8661,75549.7156,48444.734,95815.0636,35152.1242,45447.6945,182140.9209,51109.2866,30480.2999,35813.0573,87702.1577,156007.3859,35418.266,73702.9116,178927.6097,16582.4955,32442.3339,59120.8444,136968.5923,58084.641,66542.6486,40449.567,35306.0399,18176.9535,56993.5149,95608.4394,29127.2179,35704.5353,41774.5179,83168.1239,170348.0248,92339.1139,61686.7053,45152.3556,40398.9111,29533.7765,48030.2361,40181.3155,31185.621,60405.3446,65065.2364,31590.2036,23235.0343,21744.6423,32381.9673,57592.5769,25862.8792,57875.5921
20091214,155311.5551,84596.6049,119422.268,164601.1198,169827.5471,110329.56,267350.3361,137141.6371,20282.5883,30028.476,148479.4648,330838.2005,116856.9454,177243.6836,165523.05,41014.1042,74612.8866,25831.226,115367.589,206015.9933,44062.245,32549.6513,49088.9092,75801.9436,49090.8905,95303.7469,35579.0134,45645.1705,184098.483,51426.2435,31441.0298,36305.012,87754.9903,155004.2519,35964.4138,74411.3626,179231.1106,16908.2231,32562.7583,59363.2958,136806.3896,56885.2787,67060.6582,40760.3987,35990.6446,18469.4045,57550.191,95155.9105,29551.971,35517.7228,42260.4774,83183.5913,170676.4255,95729.4526,62831.156,45294.0699,40725.8807,30270.6881,48461.0501,40928.1801,31521.3605,62952.558,65543.3815,31898.5842,23091.5276,22056.2919,32936.9714,58565.5251,25928.2775,57988.8654
20091215,150939.3808,81395.6523,131195.2198,161015.1246,167698.0481,109335.6,266551.2152,135070.7063,20177.9669,31053.6772,147591.8159,328369.6129,116114.9965,174715.2302,162867.6,40579.0855,74963.6524,26264.1516,116070.1187,205673.0778,42819.1695,31873.0996,48708.375,75163.9551,49345.9523,93769.7969,35328.768,44798.8447,181498.1394,50990.4278,30617.547,36242.7392,85979.8141,155224.9414,36394.36,74735.5689,178624.1087,16826.7912,32044.9333,60016.0496,136852.7333,56387.3485,66909.572,40822.5651,35855.2283,18037.4769,56426.7173,95171.5149,29091.0687,35190.801,40775.6012,83508.4064,168784.8373,95367.5625,64016.1901,44585.4984,40449.7731,29910.4202,48461.0501,41077.553,31475.5779,63969.958,65862.1449,31748.1546,23026.2973,21764.4745,32750.2882,58823.6542,25714.6428,58548.1525
